leaf_id,n_samples,majority_class,majority_fraction
4,31,3/3,0.8387096774193549
6,17,3/4,0.4117647058823529
7,9,3/3,0.8888888888888888
12,9,3/4,0.5555555555555556
11,7,3/3,0.7142857142857143
10,6,3/4,0.5
3,5,2/3,0.6
