official_source_page	local_source_path	copied_source_path	source_md5	n_rows	n_columns
https://brain-map.org/explore/seattle-alzheimers-disease/seattle-alzheimers-disease-brain-cell-atlas-download	C:\Users\USER\Biomed\AD\SEA-AD-patient\data\donor_metadata_Donor-metadata.xlsx	C:\Users\USER\Biomed\AD\SEA-AD-patient\output\raw\seaad_patient_metadata_original.xlsx	38ca87641dbd36cfa88230b6c184200b	84	66
